0,9999,1,-1
0.0440053033805937,9998,2,1677
0.137942556325448,9998,1,1677
0.758402683572644,9997,2,262
0.790178097627781,9996,3,8678
0.959210342156507,9995,4,5669
0.963027132292259,9995,3,262
0.98309929565747,9995,2,5669
1.1988640000071,9994,3,1296
1.42107608611538,9993,4,4869
1.53527027885997,9992,5,1011
1.55349820021127,9992,4,8678
1.58486463167862,9991,5,1898
1.59958067985375,9990,6,1792
1.64328549300385,9989,7,2211
1.65072854502715,9988,8,2772
1.66545442440957,9987,9,7154
1.76566771010034,9987,8,4869
1.86739773418219,9986,9,8121
1.88236771031503,9986,8,8121
1.92845643918692,9985,9,9889
1.9486964252735,9984,10,7597
1.96544934072261,9983,11,5447
1.97996564579301,9982,12,8847
2.01354835405025,9981,13,4535
2.01992611296054,9981,12,2211
2.03858549061417,9980,13,7475
2.06013838799268,9980,12,2772
2.10503205714756,9979,13,7003
2.10773119553558,9979,12,1898
2.12585102719301,9979,11,7154
2.14451912512177,9978,12,497
2.17494566139684,9977,13,9859
2.1827625898831,9976,14,972
2.20704575694631,9975,15,9565
2.21481693637451,9974,16,7110
2.21548147227501,9973,17,6808
2.22149638913917,9973,16,7003
2.23717570001961,9973,15,9889
2.26919087764936,9973,14,4535
2.32102002307641,9972,15,8901
2.36388695475396,9972,14,972
2.36512635534748,9971,15,7455
2.37974651691639,9970,16,4448
2.40525958494577,9969,17,1186
2.41387225309489,9968,18,3171
2.42968694465137,9968,17,4448
2.43102472619735,9967,18,6634
2.45143369881158,9966,19,3934
2.46040283106213,9966,18,6808
2.47247274620345,9965,19,8611
2.57101709005787,9964,20,8761
2.57668881929196,9963,21,4830
2.60500945096659,9962,22,2573
2.60692844304627,9962,21,3171
2.65548932777833,9962,20,1296
2.66188231158957,9961,21,6914
2.67336056934053,9960,22,6359
2.68186023120464,9960,21,9859
2.69889578446274,9960,20,1186
2.70704190313825,9960,19,8611
2.7077658104941,9960,18,5938
2.7163176487989,9960,17,8901
2.74940033855591,9959,18,9401
2.75681541783664,9959,17,5447
2.75795313141453,9958,18,3046
2.75928932615731,9957,19,2342
2.77628722827172,9957,18,3046
2.86116810473148,9956,19,2071
2.88221003319252,9955,20,5542
2.92553645001299,9954,21,8512
2.99179856533876,9953,22,6127
2.99265295664928,9952,23,8289
2.99350635825453,9951,24,5524
